paper,year,survey,method_or_table,band_um,flux_mjy,flux_jy,euclidean_best_jy15_deg2,euclidean_err_jy15_deg2,log10_euclidean_best_jy15_deg2,source_n_galaxies,flux_correction,source_differential_value,source_differential_err,source_differential_unit,standard_unit,notes,source_url
Pearson et al.,2025,SPIRE Dark Field,Table 4 XID,350,26.6,0.026600000000000002,5.2420998877404825,1.3535115588790958,0.7195052921316025,,,54.419,14.051,10^7 mJy^1.5 sr^-1,Jy^1.5 deg^-2,"Pearson Dark Field I Table 4 XID simultaneous extraction; differential unit is mJy^1.5 sr^-1 x 10^7. Multiplied by 1e7, converted mJy^1.5 to Jy^1.5 using (1e-3)^1.5, then sr^-1 to deg^-2.",https://academic.oup.com/mnras/article/539/1/336/8108280
Pearson et al.,2025,SPIRE Dark Field,Table 3 SUSSEXtractor,350,27.2,0.0272,6.283988793927678,0.5937687886222152,0.7982354019026727,,,65.235,6.164,10^7 mJy^1.5 sr^-1,Jy^1.5 deg^-2,"Pearson Dark Field I Table 3 SUSSEXtractor; differential unit is mJy^1.5 sr^-1 x 10^7. Multiplied by 1e7, converted mJy^1.5 to Jy^1.5 using (1e-3)^1.5, then sr^-1 to deg^-2.",https://academic.oup.com/mnras/article/539/1/336/8108280
Valiante et al.,2016,H-ATLAS DR1,Table 8 area-weighted GAMA9/12/15,350,31.2,0.0312,4.454462209842154,0.0362794901526659,0.6487952788787766,,,4.454462209842154,0.0362794901526659,Jy^1.5 deg^-2,Jy^1.5 deg^-2,Area-weighted average of GAMA9/GAMA12/GAMA15 from Valiante Tables 5/8/9. Quoted errors do not include flux-bin correlations; field_scatter is kept as a sanity check. Added as the area-weighted H-ATLAS DR1 GAMA9/GAMA12/GAMA15 curve; use as wide-area bright-end counts.,https://ui.adsabs.harvard.edu/abs/2016MNRAS.462.3146V/abstract
Pearson et al.,2025,SPIRE Dark Field,Table 3 SUSSEXtractor,350,31.7,0.0317,6.6296154022301605,0.6469421129764434,0.8214883348099103,,,68.823,6.716,10^7 mJy^1.5 sr^-1,Jy^1.5 deg^-2,"Pearson Dark Field I Table 3 SUSSEXtractor; differential unit is mJy^1.5 sr^-1 x 10^7. Multiplied by 1e7, converted mJy^1.5 to Jy^1.5 using (1e-3)^1.5, then sr^-1 to deg^-2.",https://academic.oup.com/mnras/article/539/1/336/8108280
Pearson et al.,2025,SPIRE Dark Field,Table 4 XID,350,31.7,0.0317,5.469916757482782,1.5790165449538207,0.7379807171851731,,,56.784,16.392,10^7 mJy^1.5 sr^-1,Jy^1.5 deg^-2,"Pearson Dark Field I Table 4 XID simultaneous extraction; differential unit is mJy^1.5 sr^-1 x 10^7. Multiplied by 1e7, converted mJy^1.5 to Jy^1.5 using (1e-3)^1.5, then sr^-1 to deg^-2.",https://academic.oup.com/mnras/article/539/1/336/8108280
Pearson et al.,2025,SPIRE Dark Field,Table 3 SUSSEXtractor,350,37.0,0.037,5.7250909172913875,0.6524328366869343,0.7577823878790763,,,59.433,6.773,10^7 mJy^1.5 sr^-1,Jy^1.5 deg^-2,"Pearson Dark Field I Table 3 SUSSEXtractor; differential unit is mJy^1.5 sr^-1 x 10^7. Multiplied by 1e7, converted mJy^1.5 to Jy^1.5 using (1e-3)^1.5, then sr^-1 to deg^-2.",https://academic.oup.com/mnras/article/539/1/336/8108280
Oliver et al.,2010,HerMES,Table 2,350,37.5,0.0375,2.9033603988012318,1.138250582048965,0.46290094885122823,,,35000000.0,13721607.0,sr^-1 Jy^-1,Jy^1.5 deg^-2,"Oliver HerMES Table 2 direct differential counts; flux_mjy is S_euc, bin limits kept separately; errors are fractional percentages in table. Raw dN/dS converted from sr^-1 Jy^-1 to deg^-2 Jy^-1, then multiplied by S^2.5.",https://arxiv.org/pdf/1005.2184
Pearson et al.,2025,SPIRE Dark Field,Table 4 XID,350,37.9,0.037899999999999996,4.756315332091256,1.6816063827024677,0.6772706395647098,,,49.376,17.457,10^7 mJy^1.5 sr^-1,Jy^1.5 deg^-2,"Pearson Dark Field I Table 4 XID simultaneous extraction; differential unit is mJy^1.5 sr^-1 x 10^7. Multiplied by 1e7, converted mJy^1.5 to Jy^1.5 using (1e-3)^1.5, then sr^-1 to deg^-2.",https://academic.oup.com/mnras/article/539/1/336/8108280
Clements et al.,2010,H-ATLAS,Table 1,350,38.0,0.038,3.9600264572272112,0.16753958088268972,0.5976980874884923,594.0,1.0,13000.0,550.0,gal sr^-1 Jy^1.5,Jy^1.5 deg^-2,Corrected from Clements H-ATLAS Table 1 actual rows; fluxes are after paper flux correction. Converted from Jy^1.5 sr^-1 to Jy^1.5 deg^-2.,https://arxiv.org/pdf/1005.2409
Valiante et al.,2016,H-ATLAS DR1,Table 8 area-weighted GAMA9/12/15,350,38.3,0.0382999999999999,4.284836830702568,0.0446373338162733,0.6319342883654626,,,4.284836830702568,0.0446373338162733,Jy^1.5 deg^-2,Jy^1.5 deg^-2,Area-weighted average of GAMA9/GAMA12/GAMA15 from Valiante Tables 5/8/9. Quoted errors do not include flux-bin correlations; field_scatter is kept as a sanity check. Added as the area-weighted H-ATLAS DR1 GAMA9/GAMA12/GAMA15 curve; use as wide-area bright-end counts.,https://ui.adsabs.harvard.edu/abs/2016MNRAS.462.3146V/abstract
Clements et al.,2010,H-ATLAS,Table 1,350,41.0,0.041,3.3507916176537944,0.12184696791468343,0.5251474203398806,669.0,1.0,11000.0,400.0,gal sr^-1 Jy^1.5,Jy^1.5 deg^-2,Corrected from Clements H-ATLAS Table 1 actual rows; fluxes are after paper flux correction. Converted from Jy^1.5 sr^-1 to Jy^1.5 deg^-2.,https://arxiv.org/pdf/1005.2409
Glenn et al.,2010,HerMES SDP,Table 4 P(D) spline no FIRAS,350,41.8,0.0418,2.5231362574025935,0.40477852431757344,0.4019407044375881,,,3.849,0.06967244792599153,log10 deg^-2 Jy^-1,Jy^1.5 deg^-2,Table 4 spline model without FIRAS prior; upper-limit first knot omitted; these are P(D) model-fit constraints rather than simple independent source-count bins. Converted from log10 dN/dS [deg^-2 Jy^-1] to S^2.5 dN/dS [Jy^1.5 deg^-2].,https://arxiv.org/abs/1009.5675
Pearson et al.,2025,SPIRE Dark Field,Table 3 SUSSEXtractor,350,43.1,0.0431,3.9293352785023976,0.5923238613299807,0.594319087450416,,,40.791,6.149,10^7 mJy^1.5 sr^-1,Jy^1.5 deg^-2,"Pearson Dark Field I Table 3 SUSSEXtractor; differential unit is mJy^1.5 sr^-1 x 10^7. Multiplied by 1e7, converted mJy^1.5 to Jy^1.5 using (1e-3)^1.5, then sr^-1 to deg^-2.",https://academic.oup.com/mnras/article/539/1/336/8108280
Varnish et al.,2025,SPIRE Dark Field II,Table 4 P(D) best-fit spline,350,44.668359,0.04466836,2.046968,0.3770654402108669,0.311,,,0.311,0.08,log10 Jy^1.5 deg^-2,Jy^1.5 deg^-2,"Euclidean-normalised differential counts S^2.5 dN/dS in log10 units Converted published log10 lower/upper bounds into a conservative symmetric log error with 0.08 dex floor; treat as a P(D) sensitivity constraint, not fully independent bins.",https://arxiv.org/abs/2504.08076
Pearson et al.,2025,SPIRE Dark Field,Table 4 XID,350,45.2,0.045200000000000004,3.8774142244681062,1.7340090791675042,0.5885421991994477,,,40.252,18.001,10^7 mJy^1.5 sr^-1,Jy^1.5 deg^-2,"Pearson Dark Field I Table 4 XID simultaneous extraction; differential unit is mJy^1.5 sr^-1 x 10^7. Multiplied by 1e7, converted mJy^1.5 to Jy^1.5 using (1e-3)^1.5, then sr^-1 to deg^-2.",https://academic.oup.com/mnras/article/539/1/336/8108280
Clements et al.,2010,H-ATLAS,Table 1,350,46.0,0.046,2.8634037459950603,0.13707783890401887,0.4568825887813541,458.0,1.0,9400.0,450.0,gal sr^-1 Jy^1.5,Jy^1.5 deg^-2,Corrected from Clements H-ATLAS Table 1 actual rows; fluxes are after paper flux correction. Converted from Jy^1.5 sr^-1 to Jy^1.5 deg^-2.,https://arxiv.org/pdf/1005.2409
Valiante et al.,2016,H-ATLAS DR1,Table 8 area-weighted GAMA9/12/15,350,47.0,0.047,2.739125100588053,0.0427098827558586,0.43761186768819704,,,2.739125100588053,0.0427098827558586,Jy^1.5 deg^-2,Jy^1.5 deg^-2,Area-weighted average of GAMA9/GAMA12/GAMA15 from Valiante Tables 5/8/9. Quoted errors do not include flux-bin correlations; field_scatter is kept as a sanity check. Added as the area-weighted H-ATLAS DR1 GAMA9/GAMA12/GAMA15 curve; use as wide-area bright-end counts.,https://ui.adsabs.harvard.edu/abs/2016MNRAS.462.3146V/abstract
Clements et al.,2010,H-ATLAS,Table 1,350,50.0,0.05,2.0104749705922766,0.12184696791468343,0.30329867072352423,256.0,1.0,6600.0,400.0,gal sr^-1 Jy^1.5,Jy^1.5 deg^-2,Corrected from Clements H-ATLAS Table 1 actual rows; fluxes are after paper flux correction. Converted from Jy^1.5 sr^-1 to Jy^1.5 deg^-2.,https://arxiv.org/pdf/1005.2409
Pearson et al.,2025,SPIRE Dark Field,Table 3 SUSSEXtractor,350,50.3,0.0503,2.497316003411896,0.5207517961213004,0.3974735002427341,,,25.925,5.406,10^7 mJy^1.5 sr^-1,Jy^1.5 deg^-2,"Pearson Dark Field I Table 3 SUSSEXtractor; differential unit is mJy^1.5 sr^-1 x 10^7. Multiplied by 1e7, converted mJy^1.5 to Jy^1.5 using (1e-3)^1.5, then sr^-1 to deg^-2.",https://academic.oup.com/mnras/article/539/1/336/8108280
Pearson et al.,2025,SPIRE Dark Field,Table 4 XID,350,54.0,0.054,2.0228982091282477,1.430478019312118,0.3059740299155748,,,21.0,14.85,10^7 mJy^1.5 sr^-1,Jy^1.5 deg^-2,"Pearson Dark Field I Table 4 XID simultaneous extraction; differential unit is mJy^1.5 sr^-1 x 10^7. Multiplied by 1e7, converted mJy^1.5 to Jy^1.5 using (1e-3)^1.5, then sr^-1 to deg^-2.",https://academic.oup.com/mnras/article/539/1/336/8108280
Clements et al.,2010,H-ATLAS,Table 1,350,55.0,0.055,1.5230870989335428,0.12184696791468343,0.18272473951767432,158.0,1.0,5000.0,400.0,gal sr^-1 Jy^1.5,Jy^1.5 deg^-2,Corrected from Clements H-ATLAS Table 1 actual rows; fluxes are after paper flux correction. Converted from Jy^1.5 sr^-1 to Jy^1.5 deg^-2.,https://arxiv.org/pdf/1005.2409
Valiante et al.,2016,H-ATLAS DR1,Table 8 area-weighted GAMA9/12/15,350,57.8,0.0578,1.279208604147323,0.0378740025950716,0.10694137187727842,,,1.279208604147323,0.0378740025950716,Jy^1.5 deg^-2,Jy^1.5 deg^-2,Area-weighted average of GAMA9/GAMA12/GAMA15 from Valiante Tables 5/8/9. Quoted errors do not include flux-bin correlations; field_scatter is kept as a sanity check. Added as the area-weighted H-ATLAS DR1 GAMA9/GAMA12/GAMA15 curve; use as wide-area bright-end counts.,https://ui.adsabs.harvard.edu/abs/2016MNRAS.462.3146V/abstract
Pearson et al.,2025,SPIRE Dark Field,Table 3 SUSSEXtractor,350,58.6,0.0586,2.022512895183652,0.5221967234135347,0.30589129927775854,,,20.996,5.421,10^7 mJy^1.5 sr^-1,Jy^1.5 deg^-2,"Pearson Dark Field I Table 3 SUSSEXtractor; differential unit is mJy^1.5 sr^-1 x 10^7. Multiplied by 1e7, converted mJy^1.5 to Jy^1.5 using (1e-3)^1.5, then sr^-1 to deg^-2.",https://academic.oup.com/mnras/article/539/1/336/8108280
Oliver et al.,2010,HerMES,Table 2,350,58.9,0.0589,1.3593110324908195,0.7942378959552622,0.13331884175019867,,,5300000.0,3096760.6,sr^-1 Jy^-1,Jy^1.5 deg^-2,"Oliver HerMES Table 2 direct differential counts; flux_mjy is S_euc, bin limits kept separately; errors are fractional percentages in table. Raw dN/dS converted from sr^-1 Jy^-1 to deg^-2 Jy^-1, then multiplied by S^2.5.",https://arxiv.org/pdf/1005.2184
Clements et al.,2010,H-ATLAS,Table 1,350,61.0,0.061,1.279393163104176,0.09138522593601257,0.10700402557955598,195.0,1.0,4200.0,300.0,gal sr^-1 Jy^1.5,Jy^1.5 deg^-2,Corrected from Clements H-ATLAS Table 1 actual rows; fluxes are after paper flux correction. Converted from Jy^1.5 sr^-1 to Jy^1.5 deg^-2.,https://arxiv.org/pdf/1005.2409
Pearson et al.,2025,SPIRE Dark Field,Table 3 SUSSEXtractor,350,68.3,0.0683,1.6978858968616426,0.5369349817943263,0.22990850096775617,,,17.626,5.574,10^7 mJy^1.5 sr^-1,Jy^1.5 deg^-2,"Pearson Dark Field I Table 3 SUSSEXtractor; differential unit is mJy^1.5 sr^-1 x 10^7. Multiplied by 1e7, converted mJy^1.5 to Jy^1.5 using (1e-3)^1.5, then sr^-1 to deg^-2.",https://academic.oup.com/mnras/article/539/1/336/8108280
Clements et al.,2010,H-ATLAS,Table 1,350,71.0,0.071,0.852928775402784,0.09138522593601257,-0.06908723347612525,92.0,1.0,2800.0,300.0,gal sr^-1 Jy^1.5,Jy^1.5 deg^-2,Corrected from Clements H-ATLAS Table 1 actual rows; fluxes are after paper flux correction. Converted from Jy^1.5 sr^-1 to Jy^1.5 deg^-2.,https://arxiv.org/pdf/1005.2409
Valiante et al.,2016,H-ATLAS DR1,Table 8 area-weighted GAMA9/12/15,350,71.0,0.071,0.80396849272671,0.0389594791144648,-0.09476097078270661,,,0.80396849272671,0.0389594791144648,Jy^1.5 deg^-2,Jy^1.5 deg^-2,Area-weighted average of GAMA9/GAMA12/GAMA15 from Valiante Tables 5/8/9. Quoted errors do not include flux-bin correlations; field_scatter is kept as a sanity check. Added as the area-weighted H-ATLAS DR1 GAMA9/GAMA12/GAMA15 curve; use as wide-area bright-end counts.,https://ui.adsabs.harvard.edu/abs/2016MNRAS.462.3146V/abstract
Pearson et al.,2025,SPIRE Dark Field,Table 3 SUSSEXtractor,350,79.7,0.07970000000000001,1.2788569821136484,0.5221003949273859,0.10682197891822187,,,13.276,5.42,10^7 mJy^1.5 sr^-1,Jy^1.5 deg^-2,"Pearson Dark Field I Table 3 SUSSEXtractor; differential unit is mJy^1.5 sr^-1 x 10^7. Multiplied by 1e7, converted mJy^1.5 to Jy^1.5 using (1e-3)^1.5, then sr^-1 to deg^-2.",https://academic.oup.com/mnras/article/539/1/336/8108280
Clements et al.,2010,H-ATLAS,Table 1,350,82.0,0.082,0.6092348395734172,0.09138522593601257,-0.21521526915436326,43.0,1.0,2000.0,300.0,gal sr^-1 Jy^1.5,Jy^1.5 deg^-2,Corrected from Clements H-ATLAS Table 1 actual rows; fluxes are after paper flux correction. Converted from Jy^1.5 sr^-1 to Jy^1.5 deg^-2.,https://arxiv.org/pdf/1005.2409
Oliver et al.,2010,HerMES,Table 2,350,85.9,0.0859,0.724653392834295,0.41533450579250375,-0.13986967008201362,,,1100000.0,630464.11,sr^-1 Jy^-1,Jy^1.5 deg^-2,"Oliver HerMES Table 2 direct differential counts; flux_mjy is S_euc, bin limits kept separately; errors are fractional percentages in table. Raw dN/dS converted from sr^-1 Jy^-1 to deg^-2 Jy^-1, then multiplied by S^2.5.",https://arxiv.org/pdf/1005.2184
Valiante et al.,2016,H-ATLAS DR1,Table 8 area-weighted GAMA9/12/15,350,87.2,0.0872,0.5089033116682142,0.0319587324967989,-0.2933647229633104,,,0.5089033116682142,0.0319587324967989,Jy^1.5 deg^-2,Jy^1.5 deg^-2,Area-weighted average of GAMA9/GAMA12/GAMA15 from Valiante Tables 5/8/9. Quoted errors do not include flux-bin correlations; field_scatter is kept as a sanity check. Added as the area-weighted H-ATLAS DR1 GAMA9/GAMA12/GAMA15 curve; use as wide-area bright-end counts.,https://ui.adsabs.harvard.edu/abs/2016MNRAS.462.3146V/abstract
Glenn et al.,2010,HerMES SDP,Table 4 P(D) spline no FIRAS,350,89.3,0.08929999999999999,0.30699312323501265,0.091624559946712,-0.5128713527786342,,,2.11,0.12961867149450346,log10 deg^-2 Jy^-1,Jy^1.5 deg^-2,Table 4 spline model without FIRAS prior; upper-limit first knot omitted; these are P(D) model-fit constraints rather than simple independent source-count bins. Converted from log10 dN/dS [deg^-2 Jy^-1] to S^2.5 dN/dS [Jy^1.5 deg^-2].,https://arxiv.org/abs/1009.5675
Clements et al.,2010,H-ATLAS,Table 1,350,91.0,0.091,0.27415567780803773,0.07615435494667715,-0.5620027553790196,16.0,1.0,900.0,250.0,gal sr^-1 Jy^1.5,Jy^1.5 deg^-2,Corrected from Clements H-ATLAS Table 1 actual rows; fluxes are after paper flux correction. Converted from Jy^1.5 sr^-1 to Jy^1.5 deg^-2.,https://arxiv.org/pdf/1005.2409
Pearson et al.,2025,SPIRE Dark Field,Table 3 SUSSEXtractor,350,92.9,0.09290000000000001,0.8011640193009352,0.4625693904873259,-0.09627856333495725,,,8.317,4.802,10^7 mJy^1.5 sr^-1,Jy^1.5 deg^-2,"Pearson Dark Field I Table 3 SUSSEXtractor; differential unit is mJy^1.5 sr^-1 x 10^7. Multiplied by 1e7, converted mJy^1.5 to Jy^1.5 using (1e-3)^1.5, then sr^-1 to deg^-2.",https://academic.oup.com/mnras/article/539/1/336/8108280
Varnish et al.,2025,SPIRE Dark Field II,Table 4 P(D) best-fit spline,350,100.0,0.1,0.2148484,0.03957653784748976,-0.668,,,-0.668,0.08,log10 Jy^1.5 deg^-2,Jy^1.5 deg^-2,"Euclidean-normalised differential counts S^2.5 dN/dS in log10 units Converted published log10 lower/upper bounds into a conservative symmetric log error with 0.08 dex floor; treat as a P(D) sensitivity constraint, not fully independent bins.",https://arxiv.org/abs/2504.08076
Valiante et al.,2016,H-ATLAS DR1,Table 8 area-weighted GAMA9/12/15,350,107.2,0.1072,0.330435221293717,0.0246545046617612,-0.48091366716808776,,,0.330435221293717,0.0246545046617612,Jy^1.5 deg^-2,Jy^1.5 deg^-2,Area-weighted average of GAMA9/GAMA12/GAMA15 from Valiante Tables 5/8/9. Quoted errors do not include flux-bin correlations; field_scatter is kept as a sanity check. Added as the area-weighted H-ATLAS DR1 GAMA9/GAMA12/GAMA15 curve; use as wide-area bright-end counts.,https://ui.adsabs.harvard.edu/abs/2016MNRAS.462.3146V/abstract
Clements et al.,2010,H-ATLAS,Table 1,350,125.0,0.125,0.213232193850696,0.04569261296800629,-0.6711472248040876,27.0,1.0,700.0,150.0,gal sr^-1 Jy^1.5,Jy^1.5 deg^-2,Corrected from Clements H-ATLAS Table 1 actual rows; fluxes are after paper flux correction. Converted from Jy^1.5 sr^-1 to Jy^1.5 deg^-2.,https://arxiv.org/pdf/1005.2409
Valiante et al.,2016,H-ATLAS DR1,Table 8 area-weighted GAMA9/12/15,350,131.7,0.1316999999999999,0.1976277932528628,0.0199092615155459,-0.7041519787385102,,,0.1976277932528628,0.0199092615155459,Jy^1.5 deg^-2,Jy^1.5 deg^-2,Area-weighted average of GAMA9/GAMA12/GAMA15 from Valiante Tables 5/8/9. Quoted errors do not include flux-bin correlations; field_scatter is kept as a sanity check. Added as the area-weighted H-ATLAS DR1 GAMA9/GAMA12/GAMA15 curve; use as wide-area bright-end counts.,https://ui.adsabs.harvard.edu/abs/2016MNRAS.462.3146V/abstract
Valiante et al.,2016,H-ATLAS DR1,Table 8 area-weighted GAMA9/12/15,350,161.8,0.1618,0.1870807799442896,0.0210568468610109,-0.727970828175576,,,0.1870807799442896,0.0210568468610109,Jy^1.5 deg^-2,Jy^1.5 deg^-2,Area-weighted average of GAMA9/GAMA12/GAMA15 from Valiante Tables 5/8/9. Quoted errors do not include flux-bin correlations; field_scatter is kept as a sanity check. Added as the area-weighted H-ATLAS DR1 GAMA9/GAMA12/GAMA15 curve; use as wide-area bright-end counts.,https://ui.adsabs.harvard.edu/abs/2016MNRAS.462.3146V/abstract
Oliver et al.,2010,HerMES,Table 2,350,166.2,0.1662,0.21267868838301185,0.06789082095432974,-0.6722760266998602,,,62000.0,19791.503,sr^-1 Jy^-1,Jy^1.5 deg^-2,"Oliver HerMES Table 2 direct differential counts; flux_mjy is S_euc, bin limits kept separately; errors are fractional percentages in table. Raw dN/dS converted from sr^-1 Jy^-1 to deg^-2 Jy^-1, then multiplied by S^2.5.",https://arxiv.org/pdf/1005.2184
Clements et al.,2010,H-ATLAS,Table 1,350,175.0,0.175,0.1523087098933543,0.06092348395734171,-0.8172752604823257,8.0,1.0,500.0,200.0,gal sr^-1 Jy^1.5,Jy^1.5 deg^-2,Corrected from Clements H-ATLAS Table 1 actual rows; fluxes are after paper flux correction. Converted from Jy^1.5 sr^-1 to Jy^1.5 deg^-2.,https://arxiv.org/pdf/1005.2409
Glenn et al.,2010,HerMES SDP,Table 4 P(D) spline no FIRAS,350,191.0,0.191,0.14540636514328986,0.06374602552090373,-0.8374165818806812,,,0.96,0.1903943276465977,log10 deg^-2 Jy^-1,Jy^1.5 deg^-2,Table 4 spline model without FIRAS prior; upper-limit first knot omitted; these are P(D) model-fit constraints rather than simple independent source-count bins. Converted from log10 dN/dS [deg^-2 Jy^-1] to S^2.5 dN/dS [Jy^1.5 deg^-2].,https://arxiv.org/abs/1009.5675
Valiante et al.,2016,H-ATLAS DR1,Table 8 area-weighted GAMA9/12/15,350,198.7,0.1987,0.1524872175796967,0.0216149721446238,-0.8167665600369998,,,0.1524872175796967,0.0216149721446238,Jy^1.5 deg^-2,Jy^1.5 deg^-2,Area-weighted average of GAMA9/GAMA12/GAMA15 from Valiante Tables 5/8/9. Quoted errors do not include flux-bin correlations; field_scatter is kept as a sanity check. Added as the area-weighted H-ATLAS DR1 GAMA9/GAMA12/GAMA15 curve; use as wide-area bright-end counts.,https://ui.adsabs.harvard.edu/abs/2016MNRAS.462.3146V/abstract
Varnish et al.,2025,SPIRE Dark Field II,Table 4 P(D) best-fit spline,350,199.818036,0.199818,0.1368312,0.025205238510118952,-0.864,,,-0.864,0.08,log10 Jy^1.5 deg^-2,Jy^1.5 deg^-2,"Euclidean-normalised differential counts S^2.5 dN/dS in log10 units Converted published log10 lower/upper bounds into a conservative symmetric log error with 0.08 dex floor; treat as a P(D) sensitivity constraint, not fully independent bins.",https://arxiv.org/abs/2504.08076
Valiante et al.,2016,H-ATLAS DR1,Table 8 area-weighted GAMA9/12/15,350,244.2,0.2442,0.1919508511296812,0.0277852720573782,-0.716809957836212,,,0.1919508511296812,0.0277852720573782,Jy^1.5 deg^-2,Jy^1.5 deg^-2,Area-weighted average of GAMA9/GAMA12/GAMA15 from Valiante Tables 5/8/9. Quoted errors do not include flux-bin correlations; field_scatter is kept as a sanity check. Added as the area-weighted H-ATLAS DR1 GAMA9/GAMA12/GAMA15 curve; use as wide-area bright-end counts.,https://ui.adsabs.harvard.edu/abs/2016MNRAS.462.3146V/abstract
Clements et al.,2010,H-ATLAS,Table 1,350,250.0,0.25,0.18277045187202515,0.06092348395734171,-0.7380940144347008,8.0,1.0,600.0,200.0,gal sr^-1 Jy^1.5,Jy^1.5 deg^-2,Corrected from Clements H-ATLAS Table 1 actual rows; fluxes are after paper flux correction. Converted from Jy^1.5 sr^-1 to Jy^1.5 deg^-2.,https://arxiv.org/pdf/1005.2409
Valiante et al.,2016,H-ATLAS DR1,Table 8 area-weighted GAMA9/12/15,350,300.0,0.3,0.4858830083565459,0.0516975033553058,-0.3134682882307165,,,0.4858830083565459,0.0516975033553058,Jy^1.5 deg^-2,Jy^1.5 deg^-2,Area-weighted average of GAMA9/GAMA12/GAMA15 from Valiante Tables 5/8/9. Quoted errors do not include flux-bin correlations; field_scatter is kept as a sanity check. Added as the area-weighted H-ATLAS DR1 GAMA9/GAMA12/GAMA15 curve; use as wide-area bright-end counts.,https://ui.adsabs.harvard.edu/abs/2016MNRAS.462.3146V/abstract
Oliver et al.,2010,HerMES,Table 2,350,374.1,0.37410000000000004,0.12255241212078656,0.18476579733665255,-0.9116781363871143,,,4700.0,7085.9417,sr^-1 Jy^-1,Jy^1.5 deg^-2,"Oliver HerMES Table 2 direct differential counts; flux_mjy is S_euc, bin limits kept separately; errors are fractional percentages in table. Raw dN/dS converted from sr^-1 Jy^-1 to deg^-2 Jy^-1, then multiplied by S^2.5.",https://arxiv.org/pdf/1005.2184
Varnish et al.,2025,SPIRE Dark Field II,Table 4 P(D) best-fit spline,350,449.843267,0.4498433,0.1241999,0.022878467063308094,-0.906,,,-0.906,0.08,log10 Jy^1.5 deg^-2,Jy^1.5 deg^-2,"Euclidean-normalised differential counts S^2.5 dN/dS in log10 units Converted published log10 lower/upper bounds into a conservative symmetric log error with 0.08 dex floor; treat as a P(D) sensitivity constraint, not fully independent bins.",https://arxiv.org/abs/2504.08076
Clements et al.,2010,H-ATLAS,Table 1,350,700.0,0.7,0.24369393582936685,0.09138522593601257,-0.6131552778264009,7.0,1.0,800.0,300.0,gal sr^-1 Jy^1.5,Jy^1.5 deg^-2,Corrected from Clements H-ATLAS Table 1 actual rows; fluxes are after paper flux correction. Converted from Jy^1.5 sr^-1 to Jy^1.5 deg^-2.,https://arxiv.org/pdf/1005.2409
Glenn et al.,2010,HerMES SDP,Table 4 P(D) spline no FIRAS,350,1000.0,1.0,0.004570881896148752,0.019950064186312462,-2.34,,,-2.34,1.895521036549054,log10 deg^-2 Jy^-1,Jy^1.5 deg^-2,Table 4 spline model without FIRAS prior; upper-limit first knot omitted; these are P(D) model-fit constraints rather than simple independent source-count bins. Converted from log10 dN/dS [deg^-2 Jy^-1] to S^2.5 dN/dS [Jy^1.5 deg^-2].,https://arxiv.org/abs/1009.5675
Varnish et al.,2025,SPIRE Dark Field II,Table 4 P(D) best-fit spline,350,1000.0,1.0,0.1122018,0.02066833536696795,-0.95,,,-0.95,0.08,log10 Jy^1.5 deg^-2,Jy^1.5 deg^-2,"Euclidean-normalised differential counts S^2.5 dN/dS in log10 units Converted published log10 lower/upper bounds into a conservative symmetric log error with 0.08 dex floor; treat as a P(D) sensitivity constraint, not fully independent bins.",https://arxiv.org/abs/2504.08076
Varnish et al.,2025,SPIRE Dark Field II,Table 4 P(D) best-fit spline,500,0.015136,1.513561e-05,0.01047129,0.1186262983914147,-1.98,,,-1.98,4.92,log10 Jy^1.5 deg^-2,Jy^1.5 deg^-2,"Euclidean-normalised differential counts S^2.5 dN/dS in log10 units Converted published log10 lower/upper bounds into a conservative symmetric log error with 0.08 dex floor; treat as a P(D) sensitivity constraint, not fully independent bins.",https://arxiv.org/abs/2504.08076
Varnish et al.,2025,SPIRE Dark Field II,Table 4 P(D) best-fit spline,500,0.031623,3.162278e-05,1.28825,9.937122574266091,0.11,,,0.11,3.35,log10 Jy^1.5 deg^-2,Jy^1.5 deg^-2,"Euclidean-normalised differential counts S^2.5 dN/dS in log10 units Converted published log10 lower/upper bounds into a conservative symmetric log error with 0.08 dex floor; treat as a P(D) sensitivity constraint, not fully independent bins.",https://arxiv.org/abs/2504.08076
Varnish et al.,2025,SPIRE Dark Field II,Table 4 P(D) best-fit spline,500,0.1,0.0001,2.13802,5.966643252394033,0.33,,,0.33,1.212,log10 Jy^1.5 deg^-2,Jy^1.5 deg^-2,"Euclidean-normalised differential counts S^2.5 dN/dS in log10 units Converted published log10 lower/upper bounds into a conservative symmetric log error with 0.08 dex floor; treat as a P(D) sensitivity constraint, not fully independent bins.",https://arxiv.org/abs/2504.08076
Varnish et al.,2025,SPIRE Dark Field II,Table 4 P(D) best-fit spline,500,0.316228,0.0003162278,1.819701,2.2039486244571447,0.26,,,0.26,0.526,log10 Jy^1.5 deg^-2,Jy^1.5 deg^-2,"Euclidean-normalised differential counts S^2.5 dN/dS in log10 units Converted published log10 lower/upper bounds into a conservative symmetric log error with 0.08 dex floor; treat as a P(D) sensitivity constraint, not fully independent bins.",https://arxiv.org/abs/2504.08076
